"Year","Area","Street","Street.2"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2012,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St̴Station,̴Birmingham","New St Station, Birmingham"
2012,"Birmingham","New̴St̴Station,̴Birmingham","New St Station, Birmingham"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","New̴St,̴Birmingham","New St, Birmingham"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2012,"Birmingham","Newtown̴Drive,̴Newtown","Newtown Drive, Newtown"
2012,"Birmingham","Ninehva̴Rd","Ninehva Rd"
2012,"Birmingham","Nineva̴Rd,̴Handlworth","Nineva Rd, Handlworth"
2012,"Birmingham","Ninevah̴Rd,̴Birmingham","Ninevah Rd, Birmingham"
2012,"Birmingham","Niniva̴Rd,̴Handsworth","Niniva Rd, Handsworth"
2012,"Birmingham","O/S̴Bliss̴Nightclub","O/S Bliss Nightclub"
2012,"Birmingham","O/S̴Bliss,̴Broad̴St","O/S Bliss, Broad St"
2012,"Birmingham","O/S̴Gatecrasher,̴Broad̴St","O/S Gatecrasher, Broad St"
2012,"Birmingham","O/S̴Gatecrasher,̴Broad̴St","O/S Gatecrasher, Broad St"
2012,"Birmingham","O/S̴Gatecrasher,̴Broad̴St","O/S Gatecrasher, Broad St"
2012,"Birmingham","O/S̴Gatecrasher,̴Broad̴St","O/S Gatecrasher, Broad St"
2012,"Birmingham","O/S̴Gatecrasher,̴Broad̴St","O/S Gatecrasher, Broad St"
2012,"Birmingham","O/S̴New̴St̴Train̴Station","O/S New St Train Station"
2012,"Birmingham","O/S̴Ricco,̴Broad̴St","O/S Ricco, Broad St"
2012,"Birmingham","O/S̴St̴Martins̴Hospital,̴Bull̴Ring̴Area","O/S St Martins Hospital, Bull Ring Area"
2012,"Birmingham","O/S̴St̴Martins̴Hospital,̴Bull̴Ring̴Area","O/S St Martins Hospital, Bull Ring Area"
2012,"Birmingham","O/S̴Thornhill̴Rd̴Police̴Station","O/S Thornhill Rd Police Station"
2012,"Birmingham","O/S̴Walkabout̴Broad̴St","O/S Walkabout Broad St"
2012,"Birmingham","O/S̴Walkabout,̴Broad̴St","O/S Walkabout, Broad St"
2012,"Birmingham","O/S̴Walkabout,̴Broad̴St,̴Birmingham","O/S Walkabout, Broad St, Birmingham"
2012,"Birmingham","O2̴Acadamy,Bristol̴St","O2 Acadamy,Bristol St"
2012,"Birmingham","O2̴Academy,̴Birmingham","O2 Academy, Birmingham"
2012,"Birmingham","Old̴Snow̴Hill","Old Snow Hill"
2012,"Birmingham","Outside̴Arcadia̴Centre,̴City̴Centre","Outside Arcadia Centre, City Centre"
2012,"Birmingham","Outside̴Bliss,Broad̴St","Outside Bliss,Broad St"
2012,"Birmingham","Outside̴The̴Village̴Ph̴Digbeth","Outside The Village Ph Digbeth"
2012,"Birmingham","Oxford̴St,̴Digbeth","Oxford St, Digbeth"
2012,"Birmingham","Oxhill̴Rd,̴Handsworth,̴Birmingham","Oxhill Rd, Handsworth, Birmingham"
2012,"Birmingham","Paradise̴Circus,̴Birmingham","Paradise Circus, Birmingham"
2012,"Birmingham","Paradise̴Circus,̴City̴Centre","Paradise Circus, City Centre"
2012,"Birmingham","Paradise̴Forum","Paradise Forum"
2012,"Birmingham","Paradise̴Forum","Paradise Forum"
2012,"Birmingham","Park̴Rd","Park Rd"
2012,"Birmingham","Park̴St","Park St"
2012,"Birmingham","Park̴St","Park St"
2012,"Birmingham","Peel̴St","Peel St"
2012,"Birmingham","Pershore̴St,̴City̴Centre","Pershore St, City Centre"
2012,"Birmingham","Pershore̴St,̴City̴Centre","Pershore St, City Centre"
2012,"Birmingham","Pic S̴H/A","Pic S H/A"
2012,"Birmingham","Platform̴7,̴Birmingham̴New̴St","Platform 7, Birmingham New St"
2012,"Birmingham","Princip̴St","Princip St"
2012,"Birmingham","Prior̴Queens̴Way","Prior Queens Way"
2012,"Birmingham","Priory̴Queensway","Priory Queensway"
2012,"Birmingham","Priory̴Square","Priory Square"
2012,"Birmingham","Putney̴Rd,̴Handsworth","Putney Rd, Handsworth"
2012,"Birmingham","Queens̴Way","Queens Way"
2012,"Birmingham","Queens̴Way,̴Birmingham̴City̴Centre","Queens Way, Birmingham City Centre"
2012,"Birmingham","Queslett̴Rd,̴Great̴Barr","Queslett Rd, Great Barr"
2012,"Birmingham","Rainbow̴Bar,̴Digbeth,̴Birmingham","Rainbow Bar, Digbeth, Birmingham"
2012,"Birmingham","Rainbow̴Warehouse̴Club","Rainbow Warehouse Club"
2012,"Birmingham","Rainbow̴Warehouse̴Club","Rainbow Warehouse Club"
2012,"Birmingham","Rea̴̴St,̴Digbeth","Rea St, Digbeth"
2012,"Birmingham","Rea̴St,̴City̴Centre","Rea St, City Centre"
2012,"Birmingham","Reception̴Area̴Of̴Ibis̴Hotel,̴Ladywell̴Walk","Reception Area Of Ibis Hotel, Ladywell Walk"
2012,"Birmingham","Richmond̴Rd,̴Stechford","Richmond Rd, Stechford"
2012,"Birmingham","Rococco,̴Broad̴St,̴Birmingham","Rococco, Broad St, Birmingham"
2012,"Birmingham","Rookery̴Rd","Rookery Rd"
2012,"Birmingham","Rushden̴St,̴Ladywood","Rushden St, Ladywood"
2012,"Birmingham","Sainsbury̴Oldbury","Sainsbury Oldbury"
2012,"Birmingham","Sandon̴Rd","Sandon Rd"
2012,"Birmingham","Sheepcote̴St̴Back̴Of̴Brindley̴Place","Sheepcote St Back Of Brindley Place"
2012,"Birmingham","Sherlock̴St","Sherlock St"
2012,"Birmingham","Sherlock̴St,̴Birmingham","Sherlock St, Birmingham"
2012,"Birmingham","Small̴Brook,̴Queensway","Small Brook, Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2012,"Birmingham","Smallbrook̴Queensway,̴Birmingham","Smallbrook Queensway, Birmingham"
2012,"Birmingham","Soho̴Rd","Soho Rd"
2012,"Birmingham","Soho̴Rd","Soho Rd"
2012,"Birmingham","Soho̴Rd","Soho Rd"
2012,"Birmingham","Soho̴Rd","Soho Rd"
2012,"Birmingham","Soho̴Rd,̴Handsworth","Soho Rd, Handsworth"
2012,"Birmingham","Spical̴St","Spical St"
2012,"Birmingham","Spiceal̴St,̴Bullring","Spiceal St, Bullring"
2012,"Birmingham","Springhill̴Winson̴Green","Springhill Winson Green"
2012,"Birmingham","St̴Johns̴Walk","St Johns Walk"
2012,"Birmingham","St̴Martins̴Church,̴Bullring","St Martins Church, Bullring"
2012,"Birmingham","St̴Martins̴Church,̴Bullring","St Martins Church, Bullring"
2012,"Birmingham","St̴Martins̴Queensway","St Martins Queensway"
2012,"Birmingham","St̴Martins̴Square,̴City̴Centre","St Martins Square, City Centre"
2012,"Birmingham","St̴Phillips̴Cathedral","St Phillips Cathedral"
2012,"Birmingham","St̴Phillips̴Churchyard,̴Temple̴Row","St Phillips Churchyard, Temple Row"
2012,"Birmingham","Star̴City","Star City"
2012,"Birmingham","Star̴City,̴Birmingham","Star City, Birmingham"
2012,"Birmingham","Stealhouse̴Ln","Stealhouse Ln"
2012,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2012,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2012,"Birmingham","Steelhouse̴Ln̴City̴Centre","Steelhouse Ln City Centre"
2012,"Birmingham","Steelhouse̴Ln̴Police̴Station","Steelhouse Ln Police Station"
2012,"Birmingham","Suffolk̴St̴Queensway,̴City̴Centre","Suffolk St Queensway, City Centre"
2012,"Birmingham","Summer̴Row,̴Birmingham","Summer Row, Birmingham"
2012,"Birmingham","Summer̴Row,̴Birmingham","Summer Row, Birmingham"
2012,"Birmingham","Summer̴Row,City̴Centre","Summer Row,City Centre"
2012,"Birmingham","Tanhouse̴Fish̴Bar","Tanhouse Fish Bar"
2012,"Birmingham","Tescos,̴Aston","Tescos, Aston"
2012,"Birmingham","Tescos,̴New̴St","Tescos, New St"
2012,"Birmingham","Tew̴Park̴Rd̴Handsworth","Tew Park Rd Handsworth"
2012,"Birmingham","The̴Arcadian̴Centre","The Arcadian Centre"
2012,"Birmingham","The̴Bullring,","The Bullring,"
2012,"Birmingham","The̴Review̴Bar,̴Arcadian,̴Birmingham","The Review Bar, Arcadian, Birmingham"
2012,"Birmingham","Thimblemill̴Rd,̴Smethwick","Thimblemill Rd, Smethwick"
2012,"Birmingham","Three̴Shires̴Oak̴Rd,̴Bearwood","Three Shires Oak Rd, Bearwood"
2012,"Birmingham","Union̴Passage","Union Passage"
2012,"Birmingham","Union̴St,̴City̴Centre","Union St, City Centre"
2012,"Birmingham","Upper̴Bull̴St̴O/S̴Priory̴Court","Upper Bull St O/S Priory Court"
2012,"Birmingham","Upper̴Dean̴St","Upper Dean St"
2012,"Birmingham","Upper̴Dean̴St,̴Birmingham","Upper Dean St, Birmingham"
2012,"Birmingham","Vauxhall̴Rd,̴Neachells","Vauxhall Rd, Neachells"
2012,"Birmingham","Vauxhall̴Rd,̴Neachells","Vauxhall Rd, Neachells"
2012,"Birmingham","Vicarage̴Rd,Handsworth","Vicarage Rd,Handsworth"
2012,"Birmingham","Vicarge̴Rd,̴Edgbaston","Vicarge Rd, Edgbaston"
2012,"Birmingham","Victoria̴Square","Victoria Square"
2012,"Birmingham","Victoria̴Square","Victoria Square"
2012,"Birmingham","Victoria̴Square","Victoria Square"
2012,"Birmingham","Victoria̴Square̴Step,̴Birmingham","Victoria Square Step, Birmingham"
2012,"Birmingham","Victoria̴Square ̴City̴Centre","Victoria Square City Centre"
2012,"Birmingham","Villa̴Rd,Lozells","Villa Rd,Lozells"
2012,"Birmingham","Wallface,̴West̴Bromwich","Wallface, West Bromwich"
2012,"Birmingham","Waters̴St","Waters St"
2012,"Birmingham","Waverhill̴Park,̴Handsworth","Waverhill Park, Handsworth"
2012,"Birmingham","Waverly̴Hill̴Park","Waverly Hill Park"
2012,"Birmingham","Wellington̴Crescent,̴Handsworth,̴Birmingham","Wellington Crescent, Handsworth, Birmingham"
2012,"Birmingham","West̴Ave,̴Handsworth̴Wood","West Ave, Handsworth Wood"
2012,"Birmingham","Whitmore̴St","Whitmore St"
2012,"Birmingham","Whitmore̴St,̴Bordesley̴Green","Whitmore St, Bordesley Green"
2012,"Birmingham","Whitomore̴St","Whitomore St"
2012,"Birmingham","Willes̴Rd","Willes Rd"
2012,"Birmingham","Winson̴St","Winson St"
2012,"Birmingham","Winson̴St","Winson St"
2012,"Birmingham","Witton̴Lodge̴Rd,̴Erdington","Witton Lodge Rd, Erdington"
2012,"Birmingham","Wright̴St,Small̴Heath","Wright St,Small Heath"
2012,"Birmingham","Wrottesley̴St","Wrottesley St"
2012,"Coventry","Gosford̴St","Gosford St"
2012,"Coventry","Albany̴Ph","Albany Ph"
2012,"Coventry","Allard̴Way,̴Coventry","Allard Way, Coventry"
2012,"Coventry","Allesley̴Old̴Rd̴,Coventry","Allesley Old Rd,Coventry"
2012,"Coventry","Allton̴Rd","Allton Rd"
2012,"Coventry","Ansty̴Rd","Ansty Rd"
2012,"Coventry","Arena̴Park̴,̴Coventry","Arena Park, Coventry"
2012,"Coventry","Beake̴Avneue","Beake Avneue"
2012,"Coventry","Beake̴Avneue","Beake Avneue"
2012,"Coventry","Beake̴Avneue","Beake Avneue"
2012,"Coventry","Bedlam̴Ln","Bedlam Ln"
2012,"Coventry","Bedlam̴Rd","Bedlam Rd"
2012,"Coventry","Birmingham̴International","Birmingham International"
2012,"Coventry","Birmingham̴International̴Railway̴Station","Birmingham International Railway Station"
2012,"Coventry","Blackberry̴Ln","Blackberry Ln"
2012,"Coventry","Bowers̴Close","Bowers Close"
2012,"Coventry","Britannia̴Hotel","Britannia Hotel"
2012,"Coventry","Broad̴Park̴Rd","Broad Park Rd"
2012,"Coventry","Broadgate",""
2012,"Coventry","Calcott̴House,̴Chace̴Ave,̴Coventry","Calcott House, Chace Ave, Coventry"
2012,"Coventry","Car̴Park̴Arena̴Park","Car Park Arena Park"
2012,"Coventry","Carmelite̴Rd","Carmelite Rd"
2012,"Coventry","Chace̴Ave̴Police̴Staion,̴Front̴Office","Chace Ave Police Staion, Front Office"
2012,"Coventry","Clay̴Ln","Clay Ln"
2012,"Coventry","Concourse̴Sky̴Dome","Concourse Sky Dome"
2012,"Coventry","Corporation̴St","Corporation St"
2012,"Coventry","Corporation̴St","Corporation St"
2012,"Coventry","Corporation̴St","Corporation St"
2012,"Coventry","Corporation̴St","Corporation St"
2012,"Coventry","Coundon̴Wedge̴Drive̴Coventry","Coundon Wedge Drive Coventry"
2012,"Coventry","Coventry̴Central̴Police̴Station","Coventry Central Police Station"
2012,"Coventry","Coventry̴Central̴Police̴Station","Coventry Central Police Station"
2012,"Coventry","Coventry̴Oak̴Ph","Coventry Oak Ph"
2012,"Coventry","Cox̴St̴Coventry","Cox St Coventry"
2012,"Coventry","Croft̴Rd","Croft Rd"
2012,"Coventry","Croft̴Rd","Croft Rd"
2012,"Coventry","Croft̴Rd̴Coventry","Croft Rd Coventry"
2012,"Coventry","Cross̴Cheaping","Cross Cheaping"
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Denham̴Ave","Denham Ave"
2012,"Coventry","Earlsdon̴St","Earlsdon St"
2012,"Coventry","Elliman̴Gardens","Elliman Gardens"
2012,"Coventry","Ellys̴Rd̴,Radford","Ellys Rd,Radford"
2012,"Coventry","Far̴Gosford̴St","Far Gosford St"
2012,"Coventry","Far̴Gosford̴St","Far Gosford St"
2012,"Coventry","Flying̴Standard","Flying Standard"
2012,"Coventry","Flying̴Standard,̴Trinity̴St,̴Coventry","Flying Standard, Trinity St, Coventry"
2012,"Coventry","Foleshill̴Rd","Foleshill Rd"
2012,"Coventry","Foleshill̴Rd","Foleshill Rd"
2012,"Coventry","Foleshill̴Rd","Foleshill Rd"
2012,"Coventry","Foleshill̴Rd,̴Coventry","Foleshill Rd, Coventry"
2012,"Coventry","Front̴Office","Front Office"
2012,"Coventry","Front̴Office","Front Office"
2012,"Coventry","Front̴Office̴Car̴Park̴,Little̴Park̴St̴,Coventry","Front Office Car Park,Little Park St,Coventry"
2012,"Coventry","Front̴Office,̴Little̴Park̴St̴,̴Coventry","Front Office, Little Park St, Coventry"
2012,"Coventry","Gosford̴St","Gosford St"
2012,"Coventry","Gosford̴St","Gosford St"
2012,"Coventry","Gosford̴St,̴Coventry","Gosford St, Coventry"
2012,"Coventry","Grangemouth̴Rd","Grangemouth Rd"
2012,"Coventry","Hale̴St","Hale St"
2012,"Coventry","Hale̴St","Hale St"
2012,"Coventry","Hales̴St","Hales St"
2012,"Coventry","Hales̴St","Hales St"
2012,"Coventry","Hampton̴Rd̴Coventry","Hampton Rd Coventry"
2012,"Coventry","Harnall̴Ln̴West̴,̴Coventry","Harnall Ln West, Coventry"
2012,"Coventry","Harnell̴Ln̴East","Harnell Ln East"
2012,"Coventry","Harnell̴Ln̴East","Harnell Ln East"
2012,"Coventry","Harper̴Rd,̴Coventry","Harper Rd, Coventry"
2012,"Coventry","Harper̴Rd,̴Coventry","Harper Rd, Coventry"
2012,"Coventry","Heath̴Rd","Heath Rd"
2012,"Coventry","Hersal̴Common","Hersal Common"
2012,"Coventry","Hertford̴St","Hertford St"
2012,"Coventry","Hollybush̴Ph","Hollybush Ph"
2012,"Coventry","Hollybush̴Ph","Hollybush Ph"
2012,"Coventry","Holyhead̴Rd,̴Coventry","Holyhead Rd, Coventry"
2012,"Coventry","Homer̴Rd","Homer Rd"
2012,"Coventry","Jardine̴Crescent","Jardine Crescent"
2012,"Coventry","Jordan̴Well","Jordan Well"
2012,"Coventry","Jtn̴5̴Coventry̴Ring̴Rd","Jtn 5 Coventry Ring Rd"
2012,"Coventry","Jubilee̴Crescent","Jubilee Crescent"
2012,"Coventry","Kasbah",""
2012,"Coventry","Kasbah̴Night̴Club,̴Coventry","Kasbah Night Club, Coventry"
2012,"Coventry","Kenilworth̴Rd̴,Coventry","Kenilworth Rd,Coventry"
2012,"Coventry","King̴William̴St,̴Coventry","King William St, Coventry"
2012,"Coventry","Little̴Park̴St","Little Park St"
2012,"Coventry","Little̴Park̴St̴,Coventry","Little Park St,Coventry"
2012,"Coventry","Little̴Park̴St","Little Park St"
2012,"Coventry","Little̴Park̴St","Little Park St"
2012,"Coventry","Little̴Park̴St","Little Park St"
2012,"Coventry","Little̴Park̴St","Little Park St"
2012,"Coventry","Little̴Park̴St,̴City̴Centre","Little Park St, City Centre"
2012,"Coventry","Longford",""
2012,"Coventry","Longford̴Rd","Longford Rd"
2012,"Coventry","Lower̴Ford̴St","Lower Ford St"
2012,"Coventry","Lower̴Ford̴St","Lower Ford St"
2012,"Coventry","Lower̴Holyhead̴Rd,̴Coventry","Lower Holyhead Rd, Coventry"
2012,"Coventry","Lyndale̴Rd","Lyndale Rd"
2012,"Coventry","Ma̴Front̴Office","Ma Front Office"
2012,"Coventry","Mafo",""
2012,"Coventry","Mafo",""
2012,"Coventry","Market̴Way̴,̴Coventry","Market Way, Coventry"
2012,"Coventry","Marlcroft",""
2012,"Coventry","Masser̴Rd","Masser Rd"
2012,"Coventry","Masser̴Rd","Masser Rd"
2012,"Coventry","Masser̴Rd","Masser Rd"
2012,"Coventry","Masser̴Rd","Masser Rd"
2012,"Coventry","Masser̴Rd","Masser Rd"
2012,"Coventry","Mb̴Front̴Office","Mb Front Office"
2012,"Coventry","Mcfo",""
2012,"Coventry","Meadow̴St","Meadow St"
2012,"Coventry","Middlemarch̴Rd","Middlemarch Rd"
2012,"Coventry","Middlemarch̴Rd̴,Radford̴,Coventry","Middlemarch Rd,Radford,Coventry"
2012,"Coventry","Mile̴Ln","Mile Ln"
2012,"Coventry","Mile̴Ln","Mile Ln"
2012,"Coventry","Millennium̴Place","Millennium Place"
2012,"Coventry","Moore̴St","Moore St"
2012,"Coventry","Murray̴Rd","Murray Rd"
2012,"Coventry","New̴Union̴St","New Union St"
2012,"Coventry","New̴Union̴St","New Union St"
2012,"Coventry","New̴Union̴St","New Union St"
2012,"Coventry","Outside̴Cvfo","Outside Cvfo"
2012,"Coventry","Oxford̴St,̴Coventry","Oxford St, Coventry"
2012,"Coventry","Penny̴Park̴Ln","Penny Park Ln"
2012,"Coventry","Pensilva̴Close,̴Hillfields","Pensilva Close, Hillfields"
2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
2012,"Coventry","Pool̴Meadow̴Bus̴Station̴,̴Coventry","Pool Meadow Bus Station, Coventry"
2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
2012,"Coventry","Pool̴Meadow̴Police̴Station,̴Coventry","Pool Meadow Police Station, Coventry"
2012,"Coventry","Primrose̴Hill̴St̴Coventry","Primrose Hill St Coventry"
2012,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2012,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2012,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2012,"Coventry","Priory̴Hall","Priory Hall"
2012,"Coventry","Quarry̴Wood̴Grove","Quarry Wood Grove"
2012,"Coventry","Quinton̴Rd","Quinton Rd"
2012,"Coventry","Raglan̴St","Raglan St"
2012,"Coventry","Ramada̴Hotel","Ramada Hotel"
2012,"Coventry","Rear̴Of̴Clique,̴Hale̴St","Rear Of Clique, Hale St"
2012,"Coventry","Rear̴Yard,̴Coventry̴Central̴Police̴Station","Rear Yard, Coventry Central Police Station"
2012,"Coventry","Ricoh̴Arena","Ricoh Arena"
2012,"Coventry","Ricoh̴Arena","Ricoh Arena"
2012,"Coventry","Riley̴Square","Riley Square"
2012,"Coventry","Ringway̴Queens","Ringway Queens"
2012,"Coventry","Roseberry̴Ave,̴Coventry","Roseberry Ave, Coventry"
2012,"Coventry","Samuel̴Vale̴House,̴St̴Nicholas̴St","Samuel Vale House, St Nicholas St"
2012,"Coventry","Samuel̴Vale̴House,̴St̴Nicholas̴St","Samuel Vale House, St Nicholas St"
2012,"Coventry","Sewall̴Highway","Sewall Highway"
2012,"Coventry","Sewell̴Highway","Sewell Highway"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome","Sky Dome"
2012,"Coventry","Sky̴Dome,̴Coventry","Sky Dome, Coventry"
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome̴Carpark","Skydome Carpark"
2012,"Coventry","Skydome̴Carpark","Skydome Carpark"
2012,"Coventry","Skydome̴Carpark","Skydome Carpark"
2012,"Coventry","Skydome̴Complex","Skydome Complex"
2012,"Coventry","Skydome̴Complex","Skydome Complex"
2012,"Coventry","Skydome̴Complex","Skydome Complex"
2012,"Coventry","Skydome̴Complex","Skydome Complex"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Concourse̴,Coventry","Skydome Concourse,Coventry"
2012,"Coventry","Skydome̴Concourse̴,Coventry","Skydome Concourse,Coventry"
2012,"Coventry","Skydome̴Concourse,̴Coventry̴City̴Centre","Skydome Concourse, Coventry City Centre"
2012,"Coventry","Skydome̴Concourse,̴Coventry","Skydome Concourse, Coventry"
2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
2012,"Coventry","Skydome̴Coventry","Skydome Coventry"
2012,"Coventry","Somerset̴Rd","Somerset Rd"
2012,"Coventry","Spon̴St̴Coventry","Spon St Coventry"
2012,"Coventry","Spon̴St","Spon St"
2012,"Coventry","Spon̴St","Spon St"
2012,"Coventry","Spon̴St","Spon St"
2012,"Coventry","Spon̴St","Spon St"
2012,"Coventry","Spon̴St","Spon St"
2012,"Coventry","Spon̴St̴,̴Coventry","Spon St, Coventry"
2012,"Coventry","Spon̴St,̴Coventry","Spon St, Coventry"
2012,"Coventry","Spon̴St,̴Coventry","Spon St, Coventry"
2012,"Coventry","Spon̴St,̴Coventry","Spon St, Coventry"
2012,"Coventry","St̴Patricks̴Rd","St Patricks Rd"
2012,"Coventry","St̴Thomas̴Rd,̴Longford,̴Coventry","St Thomas Rd, Longford, Coventry"
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry"
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry"
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry"
2012,"Coventry","Stoney̴̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Stoney̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Stoney̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Stoney̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Stoney̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Stoney̴Stanton̴Rd","Stoney Stanton Rd"
2012,"Coventry","Tamworth̴Rd","Tamworth Rd"
2012,"Coventry","Tanyard̴Close̴,Tanyard̴Farm̴,Coventry","Tanyard Close,Tanyard Farm,Coventry"
2012,"Coventry","Tarquin̴Close","Tarquin Close"
2012,"Coventry","Taxi̴Rank̴Train̴Station̴Coventry","Taxi Rank Train Station Coventry"
2012,"Coventry","The̴Burges","The Burges"
2012,"Coventry","The̴Burgess","The Burgess"
2012,"Coventry","The̴Burgess","The Burgess"
2012,"Coventry","The̴Butts","The Butts"
2012,"Coventry","The̴Castle̴Pub,̴Little̴Park̴St̴,Coventry","The Castle Pub, Little Park St,Coventry"
2012,"Coventry","The̴Chesils","The Chesils"
2012,"Coventry","The̴Flying̴Standard̴Public̴House","The Flying Standard Public House"
2012,"Coventry","The̴Grapes̴Ph̴O/S","The Grapes Ph O/S"
2012,"Coventry","Trafalgar̴̴House","Trafalgar House"
2012,"Coventry","Trinity̴St","Trinity St"
2012,"Coventry","Trinity̴St","Trinity St"
2012,"Coventry","Trinity̴St","Trinity St"
2012,"Coventry","Trinity̴St","Trinity St"
2012,"Coventry","Uhcw",""
2012,"Coventry","University̴Hospital","University Hospital"
2012,"Coventry","University̴Hospital̴Coventry","University Hospital Coventry"
2012,"Coventry","Unniversity̴Hospital,̴Coventry","Unniversity Hospital, Coventry"
2012,"Coventry","Upper̴Spon̴St","Upper Spon St"
2012,"Coventry","Victoria̴St","Victoria St"
2012,"Coventry","Wallace̴Rd","Wallace Rd"
2012,"Coventry","Walsgrave̴Hospital","Walsgrave Hospital"
2012,"Coventry","Walsgrave̴Rd","Walsgrave Rd"
2012,"Coventry","Walsgrave̴Rd","Walsgrave Rd"
2012,"Coventry","Warwick̴Rd","Warwick Rd"
2012,"Coventry","Warwick̴Row̴Coventry","Warwick Row Coventry"
2012,"Coventry","West̴Ave","West Ave"
2012,"Coventry","Willenhall̴Ln","Willenhall Ln"
2012,"Coventry","Willenhall̴Ln","Willenhall Ln"
2012,"Coventry","Windsor̴St","Windsor St"
2012,"Coventry","Windsor̴St","Windsor St"
2012,"Coventry","Winsor̴St","Winsor St"
2012,"Coventry","Woodway̴Ln̴,Coventry","Woodway Ln,Coventry"
2012,"Coventry","Wyken̴Croft","Wyken Croft"
2012,"Coventry","Yardley̴St","Yardley St"
2012,"Dudley","Hagley̴Rd̴̴Halesowen","Hagley Rd Halesowen"
2012,"Dudley","Bachelor̴Close","Bachelor Close"
2012,"Dudley","Bearwood̴Rd̴,̴Bearwood","Bearwood Rd, Bearwood"
2012,"Dudley","Bell̴St,̴Stourbridge","Bell St, Stourbridge"
2012,"Dudley","Bhan̴Rd,","Bhan Rd,"
2012,"Dudley","Bhps̴Front̴Office","Bhps Front Office"
2012,"Dudley","Birmingham̴New̴Rd","Birmingham New Rd"
